ID,Name,Initial,Description,Comment,Source
31372,*suluŋ₂,s,"put on clothing, wrap around body",,
30452,*suluq,s,"torch, probably of dried palm frond","Also [Yakan](LanguageTable#cldf:1129) _suluʔ_ resin; a light (fueled with resin), [Old Javanese](LanguageTable#cldf:660) _ma-nuluh_ to shine (expected &ast;&ast;_ma-ñuluh_), [Komodo](LanguageTable#cldf:708) _culu_ torch.  This word referred to a torch, commonly used in torch fishing at night.  The comparative evidence suggests that it was typically made of bundled dried coconut fronds, although bamboo is mentioned for [Manggarai](LanguageTable#cldf:816) of the Lesser Sundas, and [Nali](LanguageTable#cldf:878) of the Admiralty Islands.",
28311,*suma,s,kind of medicinal plant,,
33875,*súman,s,rice cake,"Also [Chamorro](LanguageTable#cldf:573) _suman_ ‘rice cake’, a word that presumably was borrowed from [Tagalog](LanguageTable#cldf:423) or another Philippine language during the Spanish colonial period, when the Manila Galleon stopped regularly in Guam.",
30951,*sumaŋed,s,soul of a living being; soul of the rice plant,"Also [Iban](LanguageTable#cldf:276) _semeŋat_ ‘vital force, soul, spiritual’, _taiʔ semeŋat_ ‘ear wax’, _semeŋat padi_ ‘soul of the rice’ (must be secured at harvest), [Gayō](LanguageTable#cldf:610) _semaŋat_ ‘soul’ (can take flight, and must be recaptured to ensure well-being)’, [Javanese](LanguageTable#cldf:285) _semaŋat_ ‘energy, enthusiasm’, [Manggarai](LanguageTable#cldf:816) _semaŋak_ ~ _semeŋak_, [Rembong](LanguageTable#cldf:391) _semaŋak_ ‘spirit, soul’, [Selaru](LanguageTable#cldf:409) _smakan_ (< met.) ‘soul, ghost’.  [Van der Veen (1940:628)](Source#cldf:vanderveen1940) also gives _saŋaʔ_ ~ _suŋaʔ_ ‘soul, spirit of a living person, life-force’, and states that _sumaŋaʔ_ is infixed with _–um-_, a claim also made by [Stresemann (1927:103)](Source#cldf:stresemann1927), but this analysis remains to be confirmed.",vanderveen1940[628];stresemann1927[103]
31459,*sumbad,s,"plug, stopper, cork","Also [Karo Batak](LanguageTable#cldf:18314) _sumbat_ ‘stopped up, plugged up (as a blowpipe)’.  The evidence for this reconstruction is slender, but the Batak languages are not closely related to [Malay](LanguageTable#cldf:326), and the appearance of a final nasal in the [Karo Batak](LanguageTable#cldf:18314) form cannot easily be reconciled with a hypothesis of borrowing from [Malay](LanguageTable#cldf:326).",
31435,*sumbaŋ,s,incest,,
31460,*sumbiŋ,s,"dented, having a jagged edge; hare-lipped",Possibly a loan distribution from [Malay](LanguageTable#cldf:326).,
33874,*sumbuŋ,s,"to accuse, to inform on someone",,
28312,*sumit,s,moustache,"Also [Atta (Pamplona)](LanguageTable#cldf:19637) _simuk_, TSG _simud_ ‘mouth’, [Sangir](LanguageTable#cldf:402) _sa-simuʔ_ ‘snout, as of a pig’, [Proto-Minahasan](LanguageTable#cldf:19080) &ast;_səmud_ ‘snout, muzzle, mouth’.  [Mills (1975:840)](Source#cldf:mills1975) posits [Proto-South Sulawesi](LanguageTable#cldf:19092) &ast;_sumi(C)_ ‘moustache’, to which he adds several other Sulawesian forms, including [Uma](LanguageTable#cldf:19170) _sumiʔ_.  He regards all these items as ""Very likely a metathesized form of [PAn](LanguageTable#cldf:19072) &ast;_kumis_’, but such an explanation fails to account for the final consonants of [Iban](LanguageTable#cldf:276) _sumit_.",mills1975[840]
30866,*sumpaq,s,"oath, pledge; curse","Also [Ngaju Dayak](LanguageTable#cldf:18577) _sumpah_ ‘abuse, scolding; cursed by an oath’ (< [Banjarese](LanguageTable#cldf:243)).  [Malagasy](LanguageTable#cldf:18432) _úmpa_ ‘opprobrious language desiring evil to another, abuse, reproach’, _ma-númpa_ ‘to revile, to abuse, to vilify’, [Kayan](LanguageTable#cldf:294) _supah_ ‘an oath of affirmation; to swear on oath’, [Tae'](LanguageTable#cldf:18947) _sumpa_ ‘swear an oath over; curse with an oath’, [Makassarese](LanguageTable#cldf:325) _sumpa_ ‘oath’, _as-sumpa_ ‘to swear an oath’, _pa-sumpa_ ‘lay down an oath, to curse’, [Wolio](LanguageTable#cldf:1124) _sumpa_ ‘an oath; to swear, take an oath’, [Muna](LanguageTable#cldf:350) _sumpa_ ‘to swear, take an oath’, [Manggarai](LanguageTable#cldf:816) _sumpa_ ‘oath; take an oath’ (< [Malay](LanguageTable#cldf:326)/[Bahasa Indonesia](LanguageTable#cldf:240)).  


The modern applications of this term in Islamic societies, as with speakers of [Malay](LanguageTable#cldf:326), [Javanese](LanguageTable#cldf:285) or [Sundanese](LanguageTable#cldf:418), often call upon Allah as witness to one’s oath, which gives the impression that this word is a loan from Arabic that has been spread through the medium of [Malay](LanguageTable#cldf:326).  However, there is no etymological support for this view, and traces of beliefs in supernatural punishment for swearing a false oath recur sufficiently often to suggest that this term is native, and originally applied in a context of animism.",
30718,*sumpel,s,"stopper, plug, cork",Also [Malay](LanguageTable#cldf:326) _sempal_ ‘inserting; enfolding; placing between’.  [Tagalog](LanguageTable#cldf:423) _sumpál_ probably is a [Kapampangan](LanguageTable#cldf:291) loan.,
30602,*sumpiŋ₁,s,"beard, moustache",,
31276,*sumpiŋ₂,s,ear ornament,,
30701,*sumpit,s,"blowpipe, blowgun","Also [Cebuano](LanguageTable#cldf:252) _suŋpít_ ‘blowgun or something used to squirt liquid’, [Tombonuwo](LanguageTable#cldf:19188) _sumpi-sumpi_ ‘archerfish’, [Toba Batak](LanguageTable#cldf:427) _ma-numpit_ ‘shoot with a blowpipe’ (said to be from [Malay](LanguageTable#cldf:326)), [Wolio](LanguageTable#cldf:1124) _sumpita_ ‘blowgun’ (< [Malay](LanguageTable#cldf:326) _sumpitan_).  [Dempwolff (1938)](Source#cldf:dempwolff193438) also included [Malagasy](LanguageTable#cldf:18432) _súmpitra_ ‘a large bag made of mats stitched together and used to store rice’, but this is doubtful, and [Banggai](LanguageTable#cldf:238) _ba-sumpit_, _sumpit-an_ are given as [Malay](LanguageTable#cldf:326) loans, but the basis for this judgement is unclear.",dempwolff193438
33679,*sumpuŋ,s,"whim, caprice, sudden change of mood; moodiness","Possible a [Tagalog](LanguageTable#cldf:423) loan in [Ayta Abellan](LanguageTable#cldf:19698), although the gloss suggests an indigenous concept.",
31332,*sumu,s,"triggerfish, Balistidae","[Osmond (2011)](Source#cldf:osmond2011) posits [POc](LanguageTable#cldf:19082) &ast;_jumu_ ‘Balistidae, triggerfish and possibly Monocanthidae, leatherjackets’, with nasal grade initial.  However, all Central Pacific reflexes are oral grade, and since the same appears to be true of several reflexes outside this subgroup I assume that nasal grade reflexes of this form are historically secondary.",osmond2011
33310,*sunday,s,comb,"Also [Sambal (Botolan)](LanguageTable#cldf:18976) _hoklay_ ‘bamboo comb’, [Mamanwa](LanguageTable#cldf:809) _sodlay_ comb’, [Tausug](LanguageTable#cldf:18831) _sudlay_ ‘a comb’, _mag-sudlay_ ‘to comb (one’s own or someone’s hair)’.",
28315,*sundul,s,"touching, adjacent, as fighters presenting a united front","[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sunDul_ ‘to push, shove, butt into’ based on [Tagalog](LanguageTable#cldf:423) _sundol_ ‘to stick, poke’ and [Javanese](LanguageTable#cldf:285) _ke-sondol_ ‘get pushed from behind or one side’, together with [Malay](LanguageTable#cldf:326) _sondol_ ‘lowering the head (of a horned animal that charges); nuzzling (of a cat); to butt or jog with the head’.  I am unable to find this [Tagalog](LanguageTable#cldf:423) form in either [Panganiban (1966)](Source#cldf:panganiban1966) or [English (1986)](Source#cldf:english1986), and even if it is included the comparison he offered seems problematic.",dempwolff193438;panganiban1966;english1986
28316,*sunduŋ,s,"slanting, inclined",,
31586,*sunsun,s,"close together, compact",,
31283,*suntúk,s,to punch,"Also [Tboli](LanguageTable#cldf:19175) _suntuk_ ‘boxing, fistfight; to fistfight’ (loan from a Danaw, Manobo or Greater Central Philippine language).",
31080,*sunúd,s,next; to follow in succession,Possibly a product of borrowing from [Tagalog](LanguageTable#cldf:423),
31082,*sunuR,s,"set fire to, smoke out","With [Conant](bib-Conant)’s (1911) ‘stereotyped g’ in [Ilokano](LanguageTable#cldf:279) and [Bontok](LanguageTable#cldf:246), and an apparent loan from a North Mangyan language in [Hanunóo](LanguageTable#cldf:273).",
30322,*suNaR,s,"light, radiance","Also [Balinese](LanguageTable#cldf:235) _sunar_ ‘shine, shed radiance’ (< [Javanese](LanguageTable#cldf:285)), _sundar_ ‘throw light on, irradiate’, [Sasak](LanguageTable#cldf:404) _sundaran_ ‘sunbeam, moonbeam’.",
31587,*suŋa,s,"do wrong, do in reverse",,
31491,*suŋar,s,"to have ‘buck teeth’, project forward, of the teeth","Also [Ilokano](LanguageTable#cldf:279) _suŋáŋ_ ‘to have the upper (or lower) teeth jutting out’, [Bikol](LanguageTable#cldf:244) _suŋál_ ‘referring to the upper lip when it is somewhat prominent, such as being upturned, thick, protruding, etc.’, [Timugon Murut](LanguageTable#cldf:1067) _suŋay_ ‘to project, of the lips’. Based on the [Tagalog](LanguageTable#cldf:423) form given here, together with [Malay](LanguageTable#cldf:326) _soŋar_ ~ _suŋar_ ‘affectation in dress or manner; swank’, [Toba Batak](LanguageTable#cldf:427) _ma-nuŋar_ ‘a carabao whose pierced septum has been pulled open or apart’, _ma-nuŋar-nuŋar_ ‘turn up the nose as a sign of utter disdain’, [Javanese](LanguageTable#cldf:285) _soŋar_ ‘boastful’, [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_suŋar_ ‘turn up the nose’.  Entirely apart from the irregular lowering of the penultimate vowel in [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) (as well as [Old Javanese](LanguageTable#cldf:660)), this comparison is semantically heterogeneous, and is better replaced by the one offered here.  However, the agreement of [Bikol](LanguageTable#cldf:244) _suŋál_ with the identical [Tagalog](LanguageTable#cldf:423) form, if not a loanword, may indicate a Proto-Central Philippine form &ast;_suŋal_, changing this to a near comparison.",dempwolff193438
33991,*suŋáw,s,"to evaporate, as vapor rising from the ground after rain",,
31501,*súŋay,s,horn of an animal; to butt or gore,,
31373,*suŋet,s,"irritated, angry",,
31474,*suŋit₁,s,"snout, beak","Also [Kenyah (Long Wat)](LanguageTable#cldf:19298), [Sebop](LanguageTable#cldf:997) _uŋit_ ‘nose’.",
31475,*suŋit₂,s,"bite, bitten off, of food",,
33200,*suŋit₃,s,hostile,"With root [&ast;-ŋiC](cf.csv#cldf:Root-30024) ‘anger, irritation’.",
31351,*suŋkal,s,"turn the soil over, as in removing stones prior to planting","Also [Balinese](LanguageTable#cldf:235) _suŋkil_ ‘lift up, raise with a lever’.",
31392,*suŋkit,s,"pierce, as wth a needle; extract by piercing",,
31289,*suŋkub,s,cover with a hollow container; shelter over a grave,"Also [Kankanaey](LanguageTable#cldf:289) _súkup_ ‘shutter, cover (of baskets)’ [Cebuano](LanguageTable#cldf:252) _sakab_ ‘kind of fishing trap of shallow waters put directly over the fish to be trapped’.",
28337,*suŋkul,s,"poke, prod with the tip of something",,
30713,*suŋsuŋ₁,s,go against wind or current,"Also [Javanese](LanguageTable#cldf:285) ([Pigeaud 1938](Source#cldf:pigeaud1938)) _nuŋsuŋ_ ‘go upstream, toward the source’. The basic sense of this term appears to have been ‘go against wind or current’.  Its application to  China in Philippine languages presumably is connected with sailing problems in reaching mainland China from the Philippines.",pigeaud1938
30714,*suŋsuŋ₂,s,"plug up, stop something up, as with a cork",,
30715,*suŋsuŋ₃,s,"sniff at close quarters, of animals",,
30716,*suŋu₁,s,antennae of shrimp (?),Also [Karo Batak](LanguageTable#cldf:18314) _suŋo_ ‘horn of a rhinoceros’.,
31520,*suŋu₂,s,"upper lip, snout, muzzle","Apparently distinct from [PWMP](LanguageTable#cldf:19094) &ast;_suŋu₁_ ‘antennae of shrimp’ (?), and possibly a metathesized form of &ast;_ŋusuq_ ‘snout’ that coexisted with the earlier form in [PPh](LanguageTable#cldf:19083).",
28343,*suŋut₁,s,"irritated, annoyed","With root [&ast;-ŋut ](cf.csv#cldf:Root-30033)‘mumble, murmur, mutter’.",
28344,*suŋut₂,s,labial circle,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_suŋut_ ‘proboscis, feeler’, but cited no cognates from eastern Indonesia.",dempwolff193438
30717,*suŋut₃,s,antenna (?),,
28319,*supaq,s,"to spit, expectorate","Also [Amis](LanguageTable#cldf:227) _supaq_ (anticipated &ast;&ast;_tsupaq_) ‘sputum’, [Palawan Batak](LanguageTable#cldf:247) _surpa_ ‘spittle, spit’.",
30311,*supay,s,"whetting, sharpening","There is no perfect correspondence between any two forms reflecting what I posit as &ast;_sa-supay-an_ ‘whetstone’.  However, [Pazeh](LanguageTable#cldf:375) and [Puyuma](LanguageTable#cldf:386), two languages that probably have not been in contact since the differentiation of the [PAn](LanguageTable#cldf:19072) speech community, agree in forming this word by _Ca-_ reduplication plus a suffix (reflecting either _&ast;-en_ or &ast;_-an_).  The choice of &ast;_-an_ is supported by agreement between [Kavalan](LanguageTable#cldf:293) and [Puyuma](LanguageTable#cldf:386), two languages with no known history of mutual contact.",
31333,*supi,s,"to peel, pare, as yams",,
30529,*supiri,s,kind of cockatoo with red neck feathers,,
28339,*supit,s,narrow; to pinch; tongs,"With root [&ast;-pit ](cf.csv#cldf:Root-30054)‘press, squeeze together; narrow’. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_su(m)pit_ ‘narrow; blowpipe’.  It is unclear whether the present cognate set derives from a homophone or whether both cognate sets reflect a single polysemous etymon.  Cf. [Zorc (n.d.)](bib-Zorc) [PPh](LanguageTable#cldf:19083) &ast;_supit_ ‘clamp, pinch, squeeze; tongs’.",dempwolff193438
28321,*supsup,s,"sip, suck",Forms that have regularly lost a final consonant may in some cases reflect &ast;_susu_ ‘breast’ rather than &ast;_supsup_ ‘to suck’.,
28322,*supu,s,"boundary, border",This comparison was first recognized in print by [Verheijen (1967-70)](Source#cldf:verheijen196770).,verheijen196770
31279,*súput,s,pouch (?),"The gloss for this term in most languages is, or includes ‘paper bag’, a meaning that could not have existed in [Proto-Philippines](LanguageTable#cldf:19083).  Since no loan source has been found I assume that &ast;_súput_ continues a [PPh](LanguageTable#cldf:19083) word that referred to pouches of animal skin or some other available material, and that most languages have shifted the earlier meaning to ‘paper bag’ once these became widely available.",
33648,*suqag,s,to butt or gore with the horns,"Also [Agutaynen](LanguageTable#cldf:19189) _toag-en_ ‘for an animal, usually a water bufflao, to gore another animal or a person with their horns’.",
30699,*suqan,s,digging stick,"Also [Uma](LanguageTable#cldf:19170) _mpo-huʔa_ ‘to plant’, [Tetun](LanguageTable#cldf:1060) _ai suak_ ‘digging stick, used for weeding and digging in the garden’, [Tongan](LanguageTable#cldf:434) _huo_ ‘hoe; spade or shovel, or of swordfish, sword’, _huo-faki_ ‘to put in good order by clearing of weeds, hoeing, etc.’",
28323,*suqaR,s,thorn,,
31588,*suq(e)kip,s,"insert, tuck in",,
31572,*suq(e)lút,s,"to wear, as clothes; to get dressed, slip into",,
31278,*suqit,s,to lever up,,
28325,*suqsuq,s,"scrape out, as meat from a coconut",,
28326,*suqud suqud,s,"in succession, one after the other",,
31160,*suquk,s,enter,"Although the relationship between these forms remains to be clarified, this word suggests that the root [&ast;-suk](cf.csv#cldf:Root-30090), 'insert, penetrate, enter', found in a number of other morphemes, may have been disyllabic.",
28327,*suquN,s,carry on the head,"Also [Sangir](LanguageTable#cldf:402) _suĕŋ_ ‘carry on the head’.  Both &ast;_suqun_ and &ast;_zuŋzuŋ_ appear to have meant ‘carry on the head’, with no clearly discernable difference of meaning.  In addition to this basic physical sense both words carry figurative meanings of ‘to obey’ ([Malay](LanguageTable#cldf:326), [Balinese](LanguageTable#cldf:235)) and paying homage ([Old Javanese](LanguageTable#cldf:660), [Balinese](LanguageTable#cldf:235)), but since these semantic extensions are confined to languages of western Indonesia they cannot be attributed to the reconstructed forms. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) posits &ast;_suqun_, but cites cognates only from [Javanese](LanguageTable#cldf:285) and [Malay](LanguageTable#cldf:326).",dempwolff193438
30172,*sura,s,comb,,
30663,*surambi,s,extension to house,Some of these forms may be loans from [Malay](LanguageTable#cldf:326) (but see the doublet &ast;_surambiq_).,
30664,*surambiq,s,extension to house,"Also [Iban](LanguageTable#cldf:276) _serambiʔ_ ‘lean-to or shed added to house, especially as extension of room beyond back wall’.  This form and its doublet &ast;_surambi_ are puzzling, as many of the examples cited appear to be loanwords from [Malay](LanguageTable#cldf:326).  However, the agreement of Philippine forms with final glottal stop and [Karo Batak](LanguageTable#cldf:18314) _surambih_ (with final _–h_) cannot be explained in this way.  It thus seems best to posit &ast;_surambiq_, and to assume that [Malay](LanguageTable#cldf:326) loans account for only a part of the data.  For the inclusion of [Pangasinan](LanguageTable#cldf:920) _solámbi_ ‘coquette’ in this comparison see the extended meaning ‘paramour’ in [Cebuano](LanguageTable#cldf:252) (extension to a house > extension to a marriage).",
31215,*suruŋ,s,"push, slide or glide forward, as in pushing wood into a fire, or storming the enemy","Also [Rembong](LanguageTable#cldf:391) _soroŋ_ ‘push away, refuse’ (< [Malay](LanguageTable#cldf:326)).  A number of these forms may be loans (from [Malay](LanguageTable#cldf:326) in western Indonesia, and via [Malay](LanguageTable#cldf:326) through [Tagalog](LanguageTable#cldf:423) in the Philippines), but the comparison as a whole cannot easily be dismissed as a product of borrowing.",
28330,*surup₁,s,"enter, penetrate; to set, of the sun","Also [Cebuano](LanguageTable#cldf:252) _sulúd_ ‘go in, into’, [Maranao](LanguageTable#cldf:331) _solod_ ‘enter, come in’, [Tolai](LanguageTable#cldf:19416) _olo_ ‘enter or go through, as a door in a house or a gap in the reef’, [Lau](LanguageTable#cldf:313) _sū_ ‘to set, of sun, moon and stars; to dive, swim under water’.",
31422,*surup₂,s,"a fish, the emperor: Lethrinus spp.",This comparison was first noted (in fuller form) by [Osmond (2011:82)](Source#cldf:osmond2011).,osmond2011[82]
31334,*súrut,s,"follow, obey, agree with",,
31280,*suRat,s,wound,"Also [Bontok](LanguageTable#cldf:246) _sógat_, _sagɁat_ ‘to have a wound caused by stepping on or knocking into a sharp stick’, [Ifugaw](LanguageTable#cldf:636) _húgat_ ‘wound that is made by a knife or something that cuts’.  Both [Bontok](LanguageTable#cldf:246) _sógat_ and [Ifugaw](LanguageTable#cldf:636) _húgat_ are described in the primary sources as borrowings of [Ilokano](LanguageTable#cldf:279) _súgat_. However, &ast;_R_ > _g_ in [Ilokano](LanguageTable#cldf:279) is also irregular, suggesting that this form is a loan throughout the northern Philippines, or that it exhibits [Conant (1911)'s](Source#cldf:conant1911) ‘sterotypical _g_’  --- that is, a tendency for &ast;_R_ to produce two reflexes in many Philippine languages, the less common of which is _g_.",conant1911
30101,*suRi₁,s,"thorn, splinter, fish bone","Also [Anuta](LanguageTable#cldf:229) _ui_ ‘bone’.  The [POc](LanguageTable#cldf:19082) doublets _&ast;ruRi_/_suRi_ ‘thorn, splinter, fish bone’ may point to [PCEMP](LanguageTable#cldf:19074) or even [PMP](LanguageTable#cldf:19081) doublets &ast;_duRi_/_zuRi_, but no diagnostic evidence has yet been found to support this possibility.  [PAn](LanguageTable#cldf:19072) &ast;_duRi_ can be reconstructed only in the meaning ‘thorn’, but the additional meaning ‘fish bone’ clearly was present in [PMP](LanguageTable#cldf:19081), and this additional sense then apparently evolved into a general term for ‘bone’ in [PCEMP](LanguageTable#cldf:19074), replacing [PAn](LanguageTable#cldf:19072) &ast;_Cuqelaŋ_.",
31352,*suRi₂,s,to lead the way; to follow after,"[Ross (1988:168)](Source#cldf:ross1988) gives [Gedaged](LanguageTable#cldf:269) _l_ as the reflex of [POc](LanguageTable#cldf:19082) &ast;_R_, but &ast;_R_ > _z_ is far better supported, in at least the [Gedaged](LanguageTable#cldf:269) of [Mager (1952)](Source#cldf:mager1952).  [Gedaged](LanguageTable#cldf:269) _d-_ in this form reflects the nasal grade, but all other reflexes are oral grade, and this is therefore the preferred shape in [POc](LanguageTable#cldf:19082).",ross1988[168];mager1952
31521,*suRud,s,to push,The [Maranao](LanguageTable#cldf:331) form is assumed to show secondary prenasalization after the change &ast;_R_ > _g_.,
31255,*suRuq₂,s,to call on a person to do something,"Also [Ngaju Dayak](LanguageTable#cldf:18577) _saroh-an_ ‘emissary, envoy’. The basic sense of this term appears to be that one person orders or commands another to deliver a message or material item to someone at a distance, but various components are stressed in different languages.  The [Chamorro](LanguageTable#cldf:573) form is assumed to be cognate on the assumption that dropping by to visit someone is a component of the broader sense of travelling by way of command in order to deliver news or materials.",
30453,*susu₁,s,female breast; udder,"Also [Kavalan](LanguageTable#cldf:293) _sisu_ breasts, _pa-sisu_ to nurse, _sisu_ to suck milk, [Siraya](LanguageTable#cldf:416) _ma-uho_ to suck (baby), _pa-uho_ to give suck, [Tiruray](LanguageTable#cldf:433) _tutuʔ_ female or male breast; to suckle a breast, [Tboli](LanguageTable#cldf:19175) _tutuʔ_ breast; to breast feed, [Iban](LanguageTable#cldf:276) _tusuʔ_ to suck, [Sasak](LanguageTable#cldf:404) _me-ñusuʔ_ to nurse, suckle, suck at the breast, [Kove](LanguageTable#cldf:709) _turu_, [Gitua](LanguageTable#cldf:270) _tuzu_ breast, [Bugotu](LanguageTable#cldf:248) _susuu-_ womans breasts; milk; to suck the breast, [Paamese](LanguageTable#cldf:908) _sūsu_ breast; breast milk; to suck; unweaned, still at the breast.",
28334,*susu,s,banana or plantain sp.,,
31483,*susul₁,s,a fish: Lethrinus spp.,"This comparison was proposed by [Osmond (2011)](Source#cldf:osmond2011), based on the above words together with a number of more problematic forms in other languages.",osmond2011
30424,*susuN,s,to stack up,"Also [Cebuano](LanguageTable#cldf:252) _sunsun_ ‘close together or to each other’.  [Makassarese](LanguageTable#cldf:325) _susuŋ_ is said to be from [Malay](LanguageTable#cldf:326), but this is uncertain.",
28333,*susuq,s,edible snail,"Also [Balinese](LanguageTable#cldf:235) _suhsuh_ ‘a species of thin water snail’. [Mills (1981)](Source#cldf:mills1981) posits ""Proto-Indonesian"" &ast;_susuq_ ‘snail’, but bases his comparison entirely upon [WMP](LanguageTable#cldf:19094) witnesses; he includes [Makassarese](LanguageTable#cldf:325) _siso_ in the same cognate set.",mills1981
31557,*susuR,s,sail along the coast (?),This comparison was first proposed by [Mills (1975:842)](Source#cldf:mills1975).,mills1975[842]
31281,*sutsut₁,s,"to lose weight, grow thin",,
31282,*sutsut₂,s,to wipe clean,Possibly a chance resemblance.,
33740,*sutsut₃,s,to hiss to get attention,,
28336,*suy(e)quk,s,"angle, corner",,
31522,*suysuy,s,"speak, say something, tell",,
28142,*Sa₁,S,ligature,Also [Pangasinan](LanguageTable#cldf:920) _ya_ ‘linking particle’.,
32921,*Sa-₁,S,stative prefix,I am indebted to David Zorc for bringing this comparison to my attention.,
28143,*Sa₂,S,locative particle,"Also [Mongondow](LanguageTable#cldf:245) _o-_ ‘at, in, with words that indicate direction’, [Motu](LanguageTable#cldf:345) _a_ ‘postposition: from, with, by’.  This particle appears to be fossilized in several reflexes of [POc](LanguageTable#cldf:19082) &ast;_a nusa_ ‘name of an island’ (cf. &ast;_nusa_).  For a discussion of the ‘adhesive locative’ in Austronesian languages see [Blust (1989a)](Source#cldf:blust1989).",blust1989
33860,*Sa-₂,S,marker of instrumental nouns,This comparison was first proposed by [Dahl (1978)](bib-Dahl).,
28066,*SabaN,S,cloth used to carry a child on the back,Also [Rhade](LanguageTable#cldf:956) _abăn_ ‘blanket’.,
28067,*SabaRat,S,south wind (?),"Also [Saisiyat (Taai)](LanguageTable#cldf:977) _pinan-abaL-an_ (apparently reshaped on the model of _amiʃ_ ‘north’: _pinan-amiʃ-an-an_ ‘north wind’), [Casiguran Dumagat](LanguageTable#cldf:569) _balát_ ‘strong wind from the west (from the mountains, considered a bad wind which blows in stormy weather)’, [Mentawai](LanguageTable#cldf:335) _barä_ ‘west, west wind’, [Proto-Sangiric](LanguageTable#cldf:19089) &ast;_baRet_ ‘west wind’, [Mongondow](LanguageTable#cldf:245) _wagat_ ‘rainy season’, [Wolio](LanguageTable#cldf:1124) _bara_ ‘west, west monsoon’, [Rembong](LanguageTable#cldf:391) _barak_ ‘west wind’, [Erai](LanguageTable#cldf:263) _harak_ ‘west, west wind’, [Soboyo](LanguageTable#cldf:419) _bara_ ‘north’.  There is no doubt that this term referred to the west monsoon of island Southeast Asia and portions of western Melanesia, in contradistinction to the east monsoon, &ast;_timuR_ (q.v.).  


Apart from a few anomalous glosses ([Kavalan](LanguageTable#cldf:293) _balat_, [Manobo (Western Bukidnon)](LanguageTable#cldf:819) _evaǥat_) the references to cardinal directions in the reflexes are consistent with a west wind centered very near the Equator.  In [Amis](LanguageTable#cldf:227) (23 degrees n. latitude) this is described as a ‘south’ wind, throughout most of the Philippines (5-18 degrees n. latitude) it is described as a ‘south’ or ‘southwest’ wind, in most of the languages of Indonesia (5 degrees n. latitude to 10 degrees s. latitude) it is described as a ‘west’ wind, and in Merina, the standard dialect of [Malagasy](LanguageTable#cldf:18432) (23 degrees s. latitude) the meaning is ‘north’ (presumably a secondary semantic development after the Malagasy migration from southeast Borneo).  


In the western Pacific the orientation of the west monsoon to the north-south axis appears to be somewhat different.  The languages of the Admiralty Islands (all within 2 degrees s. latitude) and a number of those in southeastern Papua (roughly 10 degrees s. latitude) refer to the west monsoon as a ‘northwest’ wind, whereas the languages of both western and eastern Indonesia at corresponding latitudes refer to it as a ‘west’ wind.  Further east, beyond the reach of the monsoon, the term survives as the name of a strong storm wind without reference to cardinal direction.",
28071,*Sabij,S,twins of the same sex,"The gloss of &ast;_Sabij_ clearly implies a lexical distinction between twins of the same sex and twins of opposite sex, but no etymon which can be associated with the latter meaning has yet been found.  Given the limited data in support of this reconstruction it is possible that the meaning was simply ‘twins’, and that a convergent semantic restriction developed independently both in [Paiwan](LanguageTable#cldf:370) and in [Roviana](LanguageTable#cldf:396).",
28072,*Sabit,S,long cloth wrapped around body and used for carrying,,
