ID,Gloss,Dempwolff_Etymology,Contribution_ID,Comment
30431,poison,,Loan,Borrowing from __language__Malay__.
30454,pomegranate: Punica granatum L.,,Loan,"Also __language__Maranao__ _dalimaɁ_ ‘pomegranate: _Punica granatum_ L.’.  This plant is native to the Middle East, and must have been introduced to insular Southeast Asia after the Austronesian settlement of the region.  [Zoetmulder (1982)](Source#cldf:zoetmulder1982) gives __language__Old Javanese__ _dalima_, _dālima_ as a borrowing of Sanskrit _dāḍima_ ‘pomegranate’, and [Wilkinson (1959)](Source#cldf:wilkinson1959) attributes __language__Malay__ _dəlima_ to the same source.  It therefore seems likely that this fruit was introduced during the Indianization of Sumatra, Java and the Malay peninsula.  From there it presumably would have spread through Malay trade contacts both to the Moluccas, where a Malay presence in connection with the spice trade began by at least the 7th century AD, and to the Philippines, where Malay-speaking Islamic missionaries had begun to penetrate shortly before the arrival of the Spanish."
29718,pond,,Loan,
30104,portable stove,*keren ‘charcoal basin’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_keren_ ‘charcoal basin’, but this clearly is borrowed throughout the Philippines, and is most plausibly traced to a __language__Malay__ source."
30330,"position: rank, position","*paŋkat ‘elevation, rank’",Loan,"Also __language__Sasak__ _paŋkət_ ‘sort into layers (of objects)’.  Most of this comparison almost certainly is due to borrowing from __language__Malay__. However, the semantic divergence of the __language__Tagalog__, __language__Mapun__, __language__Mansaka__, __language__Tausug__, __language__Ngaju Dayak__, and __language__Sasak__ forms, along with the phonological divergence of the latter, raise the possibility that this is an older word that underwent semantic changes in  __language__Malay__, and then spread by contact.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_paŋkat_ ‘elevation, rank’."
29814,"possessions: wealth, possessions",,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30356,"posterior: rear end, posterior","*puŋku(rR) ‘rear end, posterior’",Loan,"Borrowing from __language__Malay__ or __language__Javanese__. [Dempwolff (1938)](Source#cldf:dempwolff193438) also included __language__Fijian__ _buku_ ‘the raised end of a thing, as of shell, and hence in some dialects the tail’, and posited Uraustronesisch &ast;_puŋku(rR)_ ‘rear end, posterior’ (_Hinterteil_).  I take the __language__Fijian__ form to be a chance resemblance."
30107,pot: water pot,*kendi ‘water jug’,Loan,"Also __language__Toba Batak__ gondi ‘water jug’.  Borrowing from __language__Malay__, ultimately from Hindi.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kendi_ ‘water jug’."
29719,"power, venom",,Loan,"Borrowing, ultimately from __language__Sanskrit__. This comparison is remarkable for at least two reasons: 1) although it seems clearly to be a __language__Sanskrit__ loan which acquired much of its attested distribution as a result of borrowing from __language__Malay__, it originally referred to animal (particularly snake) venom, a referent for which a native term would normally be expected, 2) the word is very widespread in the Philippines and both western and eastern Indonesia, and has acquired a variety of secondary meanings including that of general force or power, skill, knowledge and ability. In __language__Malay__ and some other languages (e.g. __language__Rembong__) this abstraction and generalization of the original concrete nominal sense has gone even further, leading to the use of _bisa_ as an auxiliary verb meaning 'can, be able'."
30317,praise,,Loan,"Also __language__Balinese__ _puja_ ‘worship, respect, reverence’, _puja:n_ ‘sacrifice, worship, honor’.  Borrowing from __language__Malay__, ultimately from Sanskrit."
30014,"prayer, worship",,Loan,"Borrowing, probably from __language__Javanese__ into __language__Malay__, and from __language__Malay__ into Philippine languages, where the sound correspondences are irregular, as they also are in __language__Makassarese__."
30182,prefix indicating 'from a place',,Loan,Probably a __language__Tagalog__ loan distribution in the northern Philippines.
29720,pregnant,,Loan,Borrowing from __language__Malay__.
30502,price,,Loan,
29722,prisoner,,Loan,"Borrowing, ultimately from __language__Tamil__."
29843,proboscis,,Loan,
30221,"project: stand out, project","*ta(n)zuk ‘to stand out, project’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_ta(n)zuk_ ‘to stand out, project’ (_Hervorstehen_)."
29724,proof,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
29844,property,,Loan,"Though of limited geographical distribution, this form does not appear to be a recent __language__Danaw__ loan in __language__TAGA__ (apparently pointing to earlier &ast;_qimu_). I assume that the distribution is ultimately a product of borrowing, although details remain obscure."
30372,"prostitute, whore",,Loan,"Presumably a loan, although a source is yet to be determined."
29725,proud,,Loan,Borrowing from __language__Malay__.
30503,"prune, trim",,Loan,"Borrowing of Spanish _labrar_ ‘to work, fashion; carve’."
30213,pull,*tarik ‘to pull’,Loan,Borrowing from __language__Malay__.   [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tarik_ ‘to pull’.
29726,pull up,,Loan,"Borrowing into __language__Casiguran Dumagat__ from a __language__GCPh__ source, probably __language__Tagalog__."
30515,pulley,,Loan,From Spanish _motón_ ‘a pulley’.
29727,pump,,Loan,Borrowing from __language__Spanish__ (__language__Philippine__ languages) and __language__Portuguese__ (__language__Malay__).
29975,punish,,Loan,Probably a __language__Cebuano__ loan in __language__Agutaynen__ if so this form is most likely a Central Philippine innovation.
29728,pure,,Loan,Borrowing from __language__Malay__.
30533,purple,,Loan,"From Spanish _morado_ ‘purple, mulberry-colored’."
29730,push,,Loan,Borrowing from __language__Malay__.
30019,quill,"*suji ‘point, prong’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_suji_ ‘point, prong’.  However, I am unable to find his __language__Tagalog__ form in either [Panganiban (1966)](Source#cldf:panganiban1966) or [English (1986)](Source#cldf:english1986), and even if it is accepted its sharp semantic divergence casts doubt on its cognation with the other words cited here.  The remaining forms are best explained as a late innovation in western innovation or as products of borrowing from __language__Malay__ or __language__Javanese__."
30241,quilt mattress thin cover to sleep on,*tilem ‘mattress’,Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tilem_ ‘mattress’ (_Matratze_), basing the last vowell on __language__Javanese__ _tiləm_ ‘to sleep, go to bed’, but the latter form differs from reflexes in all other languages, including __language__Old Javanese__."
29732,race,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30449,radish,,Loan,"From Spanish _rábano_ ‘radish’, with the usual borrowing of Spanish nouns in their plural form."
30692,raffle,,Loan,Borrowing of Spanish _rifa_ ‘raffle’.
30720,raincoat,,Loan,From Spanish _capote_ ‘coat’.
30693,ramie,,Loan,"Apparently a __language__Tagalog__ loan distribution, from a form that must originally have had an intervocalic voiced alveolar stop."
29791,rank: title of rank,,Loan,Borrowing ultimately from __language__Sanskrit__.
30242,rat,*tikus ‘rat’,Loan,As noted in [Blust (2010:71)](Source#cldf:blust2010) this form was most likely an innovation in __language__Proto-Greater North Borneo__.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tikus_ ‘rat’.
29733,rattan sp.,,Loan,Borrowing. The __language__Ilokano__ and __language__Casiguran Dumagat__ forms appear to be loans from __language__Tagalog__.
30450,razor,,Loan,"From Spanish _navaja_ ‘razor, jack-knife’."
30744,receive,,Loan,Borrowing from __language__Malay__.
29855,red,,Loan,"Probably borrowed into  __language__Taokas__  from __language__Atayal (Mayrinax)__, as these languages were once geographically contiguous or nearly so, and the word is unknown anywhere else."
29734,redden,*biRaŋ,Loan,The __language__Toba Batak__ word is borrowed from __language__Malay__; the similarity of the __language__Javanese__ form is due to chance.
29735,religion,,Loan,"Also __language__Malay__ _igama_ 'religion', _ugama_ 'religion', __language__Bimanese__ _ugama_ 'religion'. Borrowing, ultimately from __language__Sanskrit__."
30214,remember,,Loan,"Dempwolff cites __language__Fijian__ _diva_ ‘think about those who are absent’, but this form does not appear in [Capell (1968)](Source#cldf:capell1968), and even if it were accepted this comparison is too weakly supported to take seriously."
30015,remote,"*siŋku(r) ‘remote, distant’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_siŋku(r)_ ‘remote, distant’, but the known forms assigned to it are extremely limited, and better explained as a product of borrowing from __language__Malay__."
30679,repay,,Loan,"Borrowing from __language__Tagalog__ within the Philippines, and possibly ultimately from __language__Malay__ _ganti_ ‘replacement by succession or substitution’."
29790,"results: title, yield, results",,Loan,"Borrowing, ultimately from Arabic."
29738,"revenge, retaliation",,Loan,"__language__Karo Batak__, __language__Kambera__ and __language__Tetun__ are likely to be __language__Malay__ loans. __language__Kambera__ _(m)balahu_, on the other hand, appears to be native. It is possible that a __language__PMP__ &ast;_balas_ existed alongside &ast;_bales_."
29858,rhinoceros,*ba(dD)ak 'rhinoceros',Loan,"Also __language__Old Javanese__ _wadak_ ‘wild buffalo’.  Austronesian speakers would not have encountered any type of rhinoceros until they reached Borneo.  Probably the most widespread term in Borneo is a cognate set traceable to __language__Proto-North Sarawak__ &ast;_təmədhuR_ (__language__Kelabit__ _təmədhur_, __language__Kenyah (Long Anap)__ _təməto_, __language__Bintulu__ _təməɗu_, __language__Kayan__ _tamdoh_, etc. ‘rhinoceros’.  Dempwolff’s &ast;_ba(dD)ak_ is clearly an even later innovation, one that presumably originated in __language__Malay__ and spread from there through borrowing.  __language__Balinese__ _warak_ is clearly a borrowing from __language__Old Javanese__, and the belief in the medicinal value of rhinoceros horn as an aphrodisiac probably reflects Chinese contact."
30432,ribbon,,Loan,"Borrowing of Spanish _lazo_ ‘bow (of ribbons), lace; lasso’."
30312,rice cake,,Loan,"[Wilkinson (1959)](Source#cldf:wilkinson1959) identifies this as a _Tamil_ loan in __language__Malay__.  If this identification is correct then the word presumably spread through __language__Malay__ contact to various other coastally accessible languages of Indonesia and the Philippines. Borrowing from <span class=""lg"">Malay</span>, ultimately from Tamil."
30569,rice cake,,Loan,Apparently a __language__Cebuano__ loan distribution.
30577,rice confection,,Loan,Probably a __language__Cebuano__ loan distribution.
30490,ring,,Loan,"The irregularities in the final consonant suggest that this word is a loan, an inference that is supported by claims in ([Rubino 2000](Source#cldf:rubino2000)), and ([English 1986](Source#cldf:english1986)) that it is a Chinese borrowing in __language__Ilokano__ and __language__Tagalog__. However, a source is yet to be identified."
30346,ripen fruit,*pe(rR)em ‘artificially ripen fruit’,Loan,"Probably a __language__Malay__ loanword in __language__Toba Batak__, as cognates are yet to be found in other languages outside the Malayic group.  On the basis of the __language__Malay__ and __language__Toba Batak__ forms [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pe(rR)em_ ‘artificially ripen fruit’."
30410,roast pig,,Loan,Borrowing of Spanish _lechón_ ‘suckling pig’.
30610,rooster,,Loan,"Also __language__Kadazan Dusun__ _tandaaʔ_ rooster, cock. Probably a __language__Tagalog__ loan distribution."
29742,round,,Loan,"Borrowing into __language__Casiguran Dumagat__ from a __language__GCPh__  source, probably __language__Tagalog__."
29859,row,*banza(r) ‘row’,Loan,"Based on the __language__Malay__, __language__Toba Batak__, __language__Javanese__ and __language__Fijian__ forms [Dempwolff (1934-38)](Source#cldf:dempwolff193438) posited &ast;_banza(r)_ ‘row’, but the resemblance of __language__Fijian__ _basa_ to the other forms cited here seems best attributed to chance, and the remainder of the comparison is geographically very restricted and best attributed to borrowing from __language__Malay__. __language__Arosi__ _hata_ ‘to be in line, continuous’ offers a semantically better fit with the western Indonesian forms than __language__Fijian__ _basa_, but without collateral lines of support this, too, is best treated as a product of convergence."
30243,rudder,,Loan,From Spanish _timón_ ‘rudder’.
30658,rudder,,Loan,This limited distribution probably is due to borrowing from __language__Malay__.
29969,"ruse: trick, ruse, scheme, wits",,Loan,"A __language__Malay__ loanword, ultimately from Arabic.  Note how the positive features of the meaning in __language__Malay__ assume a more negative cast in most other languages."
30087,sack,,Loan,Borrowing from __language__Malay__.
29744,sacrifice,,Loan,"Borrowing. Although an Indian source has not been identified, the semantics suggest that this item was acquired either by direct lexical borrowing or by lexical innovation in response to novel cultural influences during the Indianization of western Indonesia. This inference is further strengthened by the appearance of a mid-front vowel in virtually all known cognates, a clear indication of secondary origin. The most likely locations in which the form might first have appeared are southern Sumatra and Java, with subsequent borrowing into other areas."
29847,saddle,,Loan,"Borrowing, ultimately from __language__Persian__ through __language__Hindi__."
30001,"save, in safekeeping",,Loan,"Possibly a __language__Javanese__ loan into __language__Malay__, which then functioned as the vector in spreading it into northern Sumatra and the Philippines."
29745,salt,*uyaq 'salt',Loan,Borrowing from __language__Javanese__ into __language__Ngaju Dayak__. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed __language__PAn__ &ast;_uyaq_ 'salt'.
29848,sand,,Loan,"Apparently a __language__Proto-Northwest-Formosan__  innovation of the shape &ast;_bunaj_. This shows regular reflexes in  __language__Saisiyat__  and  __language__Pazeh__ , but  __language__Thao__ _bunaz_ is a loan, presumably from  __language__Saisiyat__ .  The meaning ‘sand’ was designated in __language__PAn__ by &ast;_qenay_."
30124,sand,"*kesik ‘coarse sand, gravel’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kesik_ ‘coarse sand, gravel’."
30255,sandal,,Loan,"Although the __language__Maranao__ and __language__Malay__ forms show regular sound correspondences that apparently point to &ast;_talumpaq_, footwear was unknown among Austronesian-speaking peoples prior to modern times.  The further irregular of the medial liquid points further to a still unclear history of borrowing. Almost certainly a Philippine loanword in __language__Buruese__, perhaps via contact with the Sama Bajaw."
29746,sandfly,*agas,Loan,"Probably a __language__Malayic__ innovation, with subsequent borrowing from __language__Malay__."
30438,"sandpaper: scale, balance for weighing things",,Loan,Borrowing from Chinese.
30504,"saw, tool for sawing",,Loan,"Borrowing of __language__Malay__ _gərgaji_ ‘a saw; to saw’, ultimately from Sanskrit _krakaca_."
30153,"sawdust, wood shavings",,Loan,"[Mintz and Britannico (1985)](Source#cldf:mintzanddelrosariobritanico1985) derive the __language__Bikol__ form from a Hokkien original, and [English (1986)](Source#cldf:english1986) holds a similar view of the __language__Tagalog__ form, although this has not been confirmed."
30751,scaly anteater,,Loan,"Almost certainly a __language__Malay__ loan distribution.  Although the pangolin, or scaly anteater, is native to Palawan, reflexes of __language__PAn__ &ast;_qaRem_ ‘pangolin, scaly anteater’ are found further south in many of the languages of Borneo, and imply that __language__Palawano__ _teŋgiliŋ_ is an innovation.  Since a subgroup containing Malayic and Palawanic languages is unsupported, a borrowing explanation (or a lexical distinction between different types of pangolins) is the only plausible alternative."
29747,scissors,,Loan,Probably a __language__Mota__ loan diffused through the use of __language__Mota__ as the language of instruction in the nineteenth-century London-based Melanesian Mission.
29931,scissors,*guntiŋ ‘scissors’,Loan,"The history of this word is still obscure.  It is almost certainly a loan from some non-Austronesian source, and its distribution in most languages, including all those of the Philippines and eastern Indonesia, probably is a product of borrowing from __language__Malay__.  However, it is also found in __language__Old Javanese__ texts that are centuries old, and its application to terms in carpentry (__language__Bikol__) and house construction (__language__Asilulu__) raises questions about a possible earlier meaning that was later transferred to scissors once these were introduced.



Despite the improbability of it being native, [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_guntiŋ_ ‘scissors’, and [Mills (1975)](Source#cldf:mills1975) posited __language__Proto-South Sulawesi__ &ast;_gun(tc)iŋ_ ‘shears; to cut’. The most likely source of this word, which shows irregular sound correspondences in several languages, is some southern form of _Chinese_, but this is yet to be confirmed.  The use of scissors presumably spread widely within a short time because they offered a far more convenient means of cutting hair than was previously possible with the use of single straight blades, as with knives."
30139,scorpion,*kala ‘scorpion’,Loan,"Borrowing from __language__Malay__, ultimately from Sanskrit.  [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kala_ ‘scorpion’, marking it as a Sanskrit loan, but no satisfactory native term has yet been reconstructed for this meaning."
30737,"season, time, weather",,Loan,"From Spanish _tiempo_ ‘time, period, epoch; weather’."
29749,seed,,Loan,"Borrowing from __language__Malay__, with the possible exception of __language__Tagalog__ _bíriʔ_, which may be a chance resemblance."
29750,seedling,,Loan,Borrowing from __language__Malay__.
30007,seize,*si(ŋ)kap ‘to seize’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited _&ast;si(ŋ)kap_ ‘to seize’, but __language__Ngaju Dayak__ _siŋkap_ appears to be a __language__Banjarese__ loan, and both of the forms cited here are better assigned to &ast;_sikep₁_."
29881,sell,,Loan,"Also __language__Old Javanese__ _ka-juwal_ ‘sold’ (__language__Malay__?).  The antiquity of this form is unclear.  It’s distribution is entirely within an area that has been subject to Malay-dominated commerce for many centuries, and so the possibility is very real that many of these forms could ultimately be __language__Malay__ loanwords.  The word was present in __language__Old Javanese__ in a form that differs from __language__Malay__ _jual_, suggesting that it has been circulating in western Indonesian for over a millennium, but this is still consistent with a __language__Malay__ source, since Sriwijaya dominated commerce in the Malay archipelago by at least the 7th century AD.
The semantics of Sumatran forms such as __language__Gayō__ _juel-en_ also suggest that if this word is a __language__Malay__ loan it was borrowed early enough to become thoroughly enmeshed in the cultural traditions of the borrowing society."
30611,sell in small quantities,,Loan,Borrowing from __language__Tagalog__.
30125,send,*ki(r)im ‘to send’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_ki(r)im_ ‘to send’.
29753,separate,,Loan,"Borrowing, ultimately from Arabic."
30219,serving tray,"*talam ‘dish, bowl’",Loan,"Borrowing from Tamil through __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_talam_ ‘dish, bowl’ _(Schüssel_)."
29755,shackles,,Loan,"Borrowing, ultimately from __language__Tamil__."
30433,shake hands,,Loan,Borrowing from Spanish.
29756,sheep,,Loan,Borrowing from __language__Malay__. Although [Wilkinson 1959](Source#cldf:wilkinson1959) does not list __language__Malay__ _biri-biri_ the form is given in the sources for several other languages of Indonesia as a __language__Malay__ loan.
30647,shell (useful),,Loan,Borrowing from __language__Ilokano__.
30738,shoo!,,Loan,"The origin of this term is unclear.  Domesticated cats probably arrived in the Philippines with the Spanish, so this word probably arose."
30220,shoot,*tembak ‘to shoot’,Loan,"Western Indonesian forms have been borrowed from __language__Malay__, and the resemblance of the __language__Paiwan__ form to these is best attributed to chance. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ _&ast;tembak_ ‘to shoot’."
30369,short,,Loan,Borrowing from __language__Malay__.
30483,shoulder pole,,Loan,This comparison (with a consistent mid-front vowel) is most plausibly attributed to borrowing from a somewhat earlier stage of __language__Buginese__ or __language__Makassarese__.
29758,shout,,Loan,Borrowing from __language__Tagalog__.
30555,shovel,,Loan,Borrowing of Spanish _pala_ ‘shovel’.
30731,shrimps (small),,Loan,Borrowing from __language__Brunei Malay__.
30718,sickle,,Loan,"Presumably a loan, but the source language is unclear."
30126,sigh,*kesaq ‘breath loudly’,Loan,"[Dempwolff](Source#cldf:dempwolff193438) proposed &ast;_kesaq_ ‘breath loudly’, adding __language__Javanese__ _gesah_, _geresah_ ‘to groan, moan’.  I am unable to find the latter in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974)."
30747,sign,,Loan,From Spanish _carátula_ ‘mask’.
30358,silver,*pirak ‘silver’,Loan,"This extremely widespread loanword appears to be of Mon-Khmer origin ([Thurgood 1999:360](Source#cldf:thurgood1999)).  It evidently was acquired by __language__Malay__ as a result of contacts on the mainland of Southeast Asia, and then spread throughout much of western Indonesia-Malaysia, the Philippines and Taiwan through trade contacts, perhaps mediated by the Dutch presence in southwest Taiwan from 1624-1661, and the Spanish presence in northeast Taiwan from 1626-1642 (the latter out of Manila).  Surprisingly, it is almost totally absent from eastern Indonesia, suggesting that apart from the spice trade, which drew Malays into the Moluccas at an early time, Malay trade routes tended to favor a north-south route.  Based on the comparison of the __language__Tagalog__, __language__Malagasy__, __language__Malay__, __language__Toba Batak__ and __language__Javanese__ forms given here [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pirak_ ‘silver’."
30442,silver,,Loan,"Borrowing from __language__Javanese__. The mechanism of diffusion in this case may have been Javanese influence during the peak of the Majapahit period (1293-1500).  However, it is possible that the Dutch colonial administration was responsible to some extent for the spread of this form, which was used for the colonial _rijksdaalder_, and which was borrowed into some of the Papuan languages of the North Halmahera family, as with Galela _salaka_."
29854,sing,,Loan,"A likely loan distribution, probably starting from __language__Paiwan__."
30246,single,"*tuŋgal ‘submit, humble oneself’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tuŋgal_ ‘submit, humble oneself’ (sich beugen).  His inclusion of __language__Toba Batak__ _tuŋgal_ was based on the notion that male animals travel alone, while females move with their cubs."
30140,"skinny: thin, slender, skinny",*ku(r)us ‘slender’,Loan,"Borrowing from __language__Malay__, ultimately from Sanskrit.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_ku(r)us_ ‘slender’."
30605,skirt,,Loan,"From Spanish _saya_ ‘skirt, dress, tunic’."
30534,sledge hammer,,Loan,Borrowing of Spanish _mazo_ ‘mallet’.
30396,"slim, slender","*lampay ‘slim, slender'",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_lampay_ ‘slim, slender' (_Schlanksein_)."
29760,Smilax sp.,,Loan,Probably an old __language__Malay__ loan in __language__Nias__.
30411,smooth,,Loan,"Borrowing of Spanish _liso_ ‘smooth, even; unadorned, plain’."
30020,snail,,Loan,Probably a __language__Malay__ loan in __language__Malagasy__. No related forms are known in other languages.
30190,sound: well-made structurally sound,,Loan,Probably a __language__Tagalog__ loan distribution.
30561,soursop: Annona squamosa,,Loan,"A native of tropical America, the soursop was introduced into Southeast Asia sometime during the 16th century."
30285,soy sauce,,Loan,Borrowing of Hokkien (Minnan) _dao⁵ yiu²_ ‘soy sauce’
30166,spade,*tambilaŋ 'spade',Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited __language__PAn__ &ast;_tambilaŋ_.
29766,speed,,Loan,Borrowing from __language__Tagalog__.
29767,spelling,,Loan,"Borrowing, ultimately from __language__Arabic__."
29768,spice,,Loan,"Borrowing from __language__Javanese__ into __language__Malay__, and probably from __language__Malay__ into __language__Bimanese__."
29770,"spotted, striped",,Loan,Borrowing (South Sulawesi to Lesser Sundas).
30016,spray,*si(r)am ‘to spray’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed _&ast;si(r)am_ ‘to spray’, but this is best treated as a loan distribution from __language__Javanese__ or __language__Malay__."
29771,spread out,,Loan,Borrowing from __language__Malay__.
30600,"spring, well",,Loan,Apparently from Spanish _brocal_ ‘parapet (round well)’.
30405,spring roll,,Loan,Borrowing from Hokkien.
29772,spy on,,Loan,A relatively late innovation in western Indonesia. __language__Rembong__ _intik_ is either a phonologically altered loan or a product of convergence.
30247,stab,*tikam ‘to stab’,Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tikam_ ‘to stab’ (_erstechen_) based on the forms given here and __language__Tagalog__ _tikam_ ‘battle, fight’ (_Schlacht_).  However, the latter form does not appear in any modern dictionary."
29773,star,*bintaŋ,Loan,"Borrowing from __language__Malay__. This comparison is especially problematic, since it involves an item of basic vocabulary which appears to have been widely borrowed, in most cases presumably replacing a reflex of __language__PAn__ &ast;_bituqen_. In addition to competition with the more widely distributed &ast;_bituqen_, phonological irregularities and the frequently reflected secondary meaning 'medal, decoration' suggest that this comparison is a product of diffusion. On the other hand, the basic character of the term, and its integration into a number of culturally significant expressions (names for stars important in the traditional agricultural calendar, the __language__Karo Batak__ term for rice-milling songs, etc.) give one hesitation about a borrowing hypothesis in particular cases. More precisely we should say that &ast;_bintaŋ_ was an innovation in a language which gave rise to Malay and certain of its closest relatives. With the ever-increasing influence of __language__Malay__ after the rise of Indianized states in southern Sumatra the word then spread to languages which did not inherit it directly (including __language__Malagasy__, which presumably acquired it during the 7th century A.D. in southern Sumatra)."
30674,starch,,Loan,Probably a __language__Tagalog__ loan distribution.
30374,steamroller,,Loan,"Borrowing of Spanish _pisón_ ‘rammer (for flatteneing earth, etc.)’."
30248,"step, tread",,Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) included __language__Tagalog__ _tindak_ ‘to tread’, tirak ‘to tread’, and __language__Malagasy__ _tsindzaka_ ‘dance in which one stamps’, but neither form appears in any dictionary I have consulted.  With root[ &ast;-zak](root-acd-r_z.htm#-zak) ‘step, tread’."
30224,stillness (of wind),*te(n)duq ‘stillness of wind’,Loan,"Borrowing from __language__Malay__, except __language__Fijian__ _toro_, which is best treated as a chance resemblance.   [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_te(n)duq_ ‘stillness of wind’ (_Windstille_)."
30627,"stingy, tight-fisted",,Loan,"Apparently a __language__Tagalog__ loan distribution, from a form that must originally have had an intervocalic voiced alveolar stop."
29823,"storm: wind, storm",,Loan,"This evidently was the __language__PAn__ word for 'wind', replaced in __language__PMP__ by &ast;_haŋin_. The available forms in __language__MP__ languages suggest that they were borrowed in the meaning 'typhoon', presumably well after the dispersal of __language__PMP__."
29775,story,,Loan,"Apparently a borrowing of Spanish _vida_ ‘life; way of life; living, human being’."
29776,stranded,,Loan,Borrowing from __language__Tagalog__.
30331,stream of water,*pancu(rR) ‘stream of water’,Loan,This is a clear __language__Malay__ loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pancu(rR)_ ‘stream of water’.
30694,stripe,,Loan,"Borrowing of Spanish _raya_ ‘line, stripe, streak; limit’."
30183,"struggle: wrestle, struggle with",,Loan,"From Spanish _torcer_, ‘twist’."
29777,stupid,,Loan,Borrowing from __language__Malay__.
30484,sugarcane,,Loan,"This is not a word that would ordinarily be borrowed, since __language__PAn__ &ast;_tebuS_ clearly referred to sugarcane, and there was no need to borrow a word that referred to a plant which was everywhere available.  I assume that sugarcane disappeared at some point in the human history of the Batanes islands, and that it was then re-acquired from northern Luzon, along with the lexical innovation that designates this plant in the Cordilleran (Northern Luzon) languages."
29780,sulphur,*baliraŋ,Loan,"Borrowing from __language__Javanese__ (__language__Wolio__, __language__Soboyo__) and __language__Malay__. See _maliraŋ_."
29781,sulphur,,Loan,Borrowing from __language__Malay__.
30279,surgical operation,,Loan,Probably a __language__Tagalog__ loan distribution.
30326,swamp,*paya ‘swamp’,Loan,[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_paya_ ‘swamp’.
29782,sway,,Loan,"__language__Makassarese__ _boyoŋ_ appears to be a loan from __language__Malay__. The resemblance of the other forms both to this word and to one another is regarded as a product of chance, although the sequence _-VyV-_ is known to be symbolic of swinging or swaying movement in other morphemes ([Blust 1988:57-58](Source#cldf:blust1988))."
30526,sweet,,Loan,Because its known distribution is highly restricted this variant of the more common &ast;_mamis_ is best explained as a loan from __language__Malay__ or __language__Javanese__.
30280,sweet soybean dish,,Loan,Borrowing from Minnan Chinese (Hokkien) _dao⁵ hui¹_ ‘bean curd’.
29888,Sweetsop: Annona squamosa,,Loan,"The _Annona squamosa_ and its close relatives (_Annona muricata_, etc.) is native to the tropical Americas and West Indies, and must have been introduced into the Philippines by the Spanish during the operation of the Manila Galleon trade."
29783,swelling,,Loan,Borrowing from __language__Malay__.
30093,swidden,,Loan,Borrowing from __language__Tagalog__.
30347,sword,*pedaŋ ‘sword’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_pedaŋ_ ‘sword’.
