ID,Name,Description,Category,Comment,Cognateset_ID,Dempwolff_Etymology
30346,ripen fruit,,loan,"Probably a [Malay](LanguageTable#cldf:326) loanword in [Toba Batak](LanguageTable#cldf:427), as cognates are yet to be found in other languages outside the Malayic group.  On the basis of the [Malay](LanguageTable#cldf:326) and [Toba Batak](LanguageTable#cldf:427) forms [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pe(rR)em_ ‘artificially ripen fruit’.",,*pe(rR)em ‘artificially ripen fruit’
30410,roast pig,,loan,Borrowing of Spanish _lechón_ ‘suckling pig’.,,
30610,rooster,,loan,"Also [Kadazan Dusun](LanguageTable#cldf:287) _tandaaʔ_ rooster, cock. Probably a [Tagalog](LanguageTable#cldf:423) loan distribution.",,
29742,round,,loan,"Borrowing into [Casiguran Dumagat](LanguageTable#cldf:569) from a [Greater Central Philippine](https://glottolog.org/resource/languoid/id/grea1284)  source, probably [Tagalog](LanguageTable#cldf:423).",,
29859,row,,loan,"Based on the [Malay](LanguageTable#cldf:326), [Toba Batak](LanguageTable#cldf:427), [Javanese](LanguageTable#cldf:285) and [Fijian](LanguageTable#cldf:266) forms [Dempwolff (1934-38)](Source#cldf:dempwolff193438) posited &ast;_banza(r)_ ‘row’, but the resemblance of [Fijian](LanguageTable#cldf:266) _basa_ to the other forms cited here seems best attributed to chance, and the remainder of the comparison is geographically very restricted and best attributed to borrowing from [Malay](LanguageTable#cldf:326). [Arosi](LanguageTable#cldf:485) _hata_ ‘to be in line, continuous’ offers a semantically better fit with the western Indonesian forms than [Fijian](LanguageTable#cldf:266) _basa_, but without collateral lines of support this, too, is best treated as a product of convergence.",,*banza(r) ‘row’
30243,rudder,,loan,From Spanish _timón_ ‘rudder’.,,
30658,rudder,,loan,This limited distribution probably is due to borrowing from [Malay](LanguageTable#cldf:326).,,
29969,"ruse: trick, ruse, scheme, wits",,loan,"A [Malay](LanguageTable#cldf:326) loanword, ultimately from Arabic.  Note how the positive features of the meaning in [Malay](LanguageTable#cldf:326) assume a more negative cast in most other languages.",,
30087,sack,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29744,sacrifice,,loan,"Borrowing. Although an Indian source has not been identified, the semantics suggest that this item was acquired either by direct lexical borrowing or by lexical innovation in response to novel cultural influences during the Indianization of western Indonesia. This inference is further strengthened by the appearance of a mid-front vowel in virtually all known cognates, a clear indication of secondary origin. The most likely locations in which the form might first have appeared are southern Sumatra and Java, with subsequent borrowing into other areas.",,
29847,saddle,,loan,"Borrowing, ultimately from Persian through Hindi.",,
30001,"save, in safekeeping",,loan,"Possibly a [Javanese](LanguageTable#cldf:285) loan into [Malay](LanguageTable#cldf:326), which then functioned as the vector in spreading it into northern Sumatra and the Philippines.",,
29745,salt,,loan,Borrowing from [Javanese](LanguageTable#cldf:285) into [Ngaju Dayak](LanguageTable#cldf:18577). [Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed [PAn](LanguageTable#cldf:19072) &ast;_uyaq_ 'salt'.,,*uyaq 'salt'
29848,sand,,loan,"Apparently a Proto-Northwest-Formosan  innovation of the shape &ast;_bunaj_. This shows regular reflexes in  [Saisiyat](LanguageTable#cldf:400)  and  [Pazeh](LanguageTable#cldf:375) , but  [Thao](LanguageTable#cldf:1062) _bunaz_ is a loan, presumably from  [Saisiyat](LanguageTable#cldf:400) .  The meaning ‘sand’ was designated in [PAn](LanguageTable#cldf:19072) by &ast;_qenay_.",,
30124,sand,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kesik_ ‘coarse sand, gravel’.",,"*kesik ‘coarse sand, gravel’"
30255,sandal,,loan,"Although the [Maranao](LanguageTable#cldf:331) and [Malay](LanguageTable#cldf:326) forms show regular sound correspondences that apparently point to &ast;_talumpaq_, footwear was unknown among Austronesian-speaking peoples prior to modern times.  The further irregular of the medial liquid points further to a still unclear history of borrowing. Almost certainly a Philippine loanword in [Buruese](LanguageTable#cldf:251), perhaps via contact with the Sama Bajaw.",,
29746,sandfly,,loan,"Probably a Malayic innovation, with subsequent borrowing from [Malay](LanguageTable#cldf:326).",,*agas
30438,"sandpaper: scale, balance for weighing things",,loan,Borrowing from Chinese.,,
30504,"saw, tool for sawing",,loan,"Borrowing of [Malay](LanguageTable#cldf:326) _gərgaji_ ‘a saw; to saw’, ultimately from Sanskrit _krakaca_.",,
30153,"sawdust, wood shavings",,loan,"[Mintz and Britannico (1985)](Source#cldf:mintzanddelrosariobritanico1985) derive the [Bikol](LanguageTable#cldf:244) form from a Hokkien original, and [English (1986)](Source#cldf:english1986) holds a similar view of the [Tagalog](LanguageTable#cldf:423) form, although this has not been confirmed.",,
30751,scaly anteater,,loan,"Almost certainly a [Malay](LanguageTable#cldf:326) loan distribution.  Although the pangolin, or scaly anteater, is native to Palawan, reflexes of [PAn](LanguageTable#cldf:19072) &ast;_qaRem_ ‘pangolin, scaly anteater’ are found further south in many of the languages of Borneo, and imply that [Palawano](LanguageTable#cldf:19486) _teŋgiliŋ_ is an innovation.  Since a subgroup containing Malayic and Palawanic languages is unsupported, a borrowing explanation (or a lexical distinction between different types of pangolins) is the only plausible alternative.",,
29747,scissors,,loan,Probably a [Mota](LanguageTable#cldf:344) loan diffused through the use of [Mota](LanguageTable#cldf:344) as the language of instruction in the nineteenth-century London-based Melanesian Mission.,,
29931,scissors,,loan,"The history of this word is still obscure.  It is almost certainly a loan from some non-Austronesian source, and its distribution in most languages, including all those of the Philippines and eastern Indonesia, probably is a product of borrowing from [Malay](LanguageTable#cldf:326).  However, it is also found in [Old Javanese](LanguageTable#cldf:660) texts that are centuries old, and its application to terms in carpentry ([Bikol](LanguageTable#cldf:244)) and house construction ([Asilulu](LanguageTable#cldf:18016)) raises questions about a possible earlier meaning that was later transferred to scissors once these were introduced.

Despite the improbability of it being native, [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_guntiŋ_ ‘scissors’, and [Mills (1975)](Source#cldf:mills1975) posited [Proto-South Sulawesi](LanguageTable#cldf:19092) &ast;_gun(tc)iŋ_ ‘shears; to cut’. The most likely source of this word, which shows irregular sound correspondences in several languages, is some southern form of _Chinese_, but this is yet to be confirmed.  The use of scissors presumably spread widely within a short time because they offered a far more convenient means of cutting hair than was previously possible with the use of single straight blades, as with knives.",,*guntiŋ ‘scissors’
30139,scorpion,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from Sanskrit.  [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kala_ ‘scorpion’, marking it as a Sanskrit loan, but no satisfactory native term has yet been reconstructed for this meaning.",,*kala ‘scorpion’
30737,"season, time, weather",,loan,"From Spanish _tiempo_ ‘time, period, epoch; weather’.",,
29749,seed,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), with the possible exception of [Tagalog](LanguageTable#cldf:423) _bíriʔ_, which may be a chance resemblance.",,
29750,seedling,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30007,seize,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited _&ast;si(ŋ)kap_ ‘to seize’, but [Ngaju Dayak](LanguageTable#cldf:18577) _siŋkap_ appears to be a [Banjarese](LanguageTable#cldf:243) loan, and both of the forms cited here are better assigned to &ast;_sikep₁_.",,*si(ŋ)kap ‘to seize’
29881,sell,,loan,"Also [Old Javanese](LanguageTable#cldf:660) _ka-juwal_ ‘sold’ ([Malay](LanguageTable#cldf:326)?).  The antiquity of this form is unclear.  It’s distribution is entirely within an area that has been subject to Malay-dominated commerce for many centuries, and so the possibility is very real that many of these forms could ultimately be [Malay](LanguageTable#cldf:326) loanwords.  The word was present in [Old Javanese](LanguageTable#cldf:660) in a form that differs from [Malay](LanguageTable#cldf:326) _jual_, suggesting that it has been circulating in western Indonesian for over a millennium, but this is still consistent with a [Malay](LanguageTable#cldf:326) source, since Sriwijaya dominated commerce in the Malay archipelago by at least the 7th century AD.
The semantics of Sumatran forms such as [Gayō](LanguageTable#cldf:610) _juel-en_ also suggest that if this word is a [Malay](LanguageTable#cldf:326) loan it was borrowed early enough to become thoroughly enmeshed in the cultural traditions of the borrowing society.",,
30611,sell in small quantities,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30125,send,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_ki(r)im_ ‘to send’.,,*ki(r)im ‘to send’
29753,separate,,loan,"Borrowing, ultimately from Arabic.",,
30219,serving tray,,loan,"Borrowing from Tamil through [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_talam_ ‘dish, bowl’ _(Schüssel_).",,"*talam ‘dish, bowl’"
29755,shackles,,loan,"Borrowing, ultimately from Tamil.",,
30433,shake hands,,loan,Borrowing from Spanish.,,
29756,sheep,,loan,Borrowing from [Malay](LanguageTable#cldf:326). Although [Wilkinson 1959](Source#cldf:wilkinson1959) does not list [Malay](LanguageTable#cldf:326) _biri-biri_ the form is given in the sources for several other languages of Indonesia as a [Malay](LanguageTable#cldf:326) loan.,,
30647,shell (useful),,loan,Borrowing from [Ilokano](LanguageTable#cldf:279).,,
30738,shoo!,,loan,"The origin of this term is unclear.  Domesticated cats probably arrived in the Philippines with the Spanish, so this word probably arose.",,
30220,shoot,,loan,"Western Indonesian forms have been borrowed from [Malay](LanguageTable#cldf:326), and the resemblance of the [Paiwan](LanguageTable#cldf:370) form to these is best attributed to chance. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ _&ast;tembak_ ‘to shoot’.",,*tembak ‘to shoot’
30369,short,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30483,shoulder pole,,loan,This comparison (with a consistent mid-front vowel) is most plausibly attributed to borrowing from a somewhat earlier stage of [Buginese](LanguageTable#cldf:239) or [Makassarese](LanguageTable#cldf:325).,,
29758,shout,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30555,shovel,,loan,Borrowing of Spanish _pala_ ‘shovel’.,,
30731,shrimps (small),,loan,Borrowing from Brunei Malay.,,
30718,sickle,,loan,"Presumably a loan, but the source language is unclear.",,
30126,sigh,,loan,"[Dempwolff](Source#cldf:dempwolff193438) proposed &ast;_kesaq_ ‘breath loudly’, adding [Javanese](LanguageTable#cldf:285) _gesah_, _geresah_ ‘to groan, moan’.  I am unable to find the latter in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974).",,*kesaq ‘breath loudly’
30747,sign,,loan,From Spanish _carátula_ ‘mask’.,,
30358,silver,,loan,"This extremely widespread loanword appears to be of Mon-Khmer origin ([Thurgood 1999:360](Source#cldf:thurgood1999)).  It evidently was acquired by [Malay](LanguageTable#cldf:326) as a result of contacts on the mainland of Southeast Asia, and then spread throughout much of western Indonesia-Malaysia, the Philippines and Taiwan through trade contacts, perhaps mediated by the Dutch presence in southwest Taiwan from 1624-1661, and the Spanish presence in northeast Taiwan from 1626-1642 (the latter out of Manila).  Surprisingly, it is almost totally absent from eastern Indonesia, suggesting that apart from the spice trade, which drew Malays into the Moluccas at an early time, Malay trade routes tended to favor a north-south route.  Based on the comparison of the [Tagalog](LanguageTable#cldf:423), [Malagasy](LanguageTable#cldf:18432), [Malay](LanguageTable#cldf:326), [Toba Batak](LanguageTable#cldf:427) and [Javanese](LanguageTable#cldf:285) forms given here [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pirak_ ‘silver’.",,*pirak ‘silver’
30442,silver,,loan,"Borrowing from [Javanese](LanguageTable#cldf:285). The mechanism of diffusion in this case may have been Javanese influence during the peak of the Majapahit period (1293-1500).  However, it is possible that the Dutch colonial administration was responsible to some extent for the spread of this form, which was used for the colonial _rijksdaalder_, and which was borrowed into some of the Papuan languages of the North Halmahera family, as with Galela _salaka_.",,
29854,sing,,loan,"A likely loan distribution, probably starting from [Paiwan](LanguageTable#cldf:370).",,
30246,single,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tuŋgal_ ‘submit, humble oneself’ (sich beugen).  His inclusion of [Toba Batak](LanguageTable#cldf:427) _tuŋgal_ was based on the notion that male animals travel alone, while females move with their cubs.",,"*tuŋgal ‘submit, humble oneself’"
30140,"skinny: thin, slender, skinny",,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from Sanskrit.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_ku(r)us_ ‘slender’.",,*ku(r)us ‘slender’
30605,skirt,,loan,"From Spanish _saya_ ‘skirt, dress, tunic’.",,
30534,sledge hammer,,loan,Borrowing of Spanish _mazo_ ‘mallet’.,,
30396,"slim, slender",,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_lampay_ ‘slim, slender' (_Schlanksein_).",,"*lampay ‘slim, slender'"
29760,Smilax sp.,,loan,Probably an old [Malay](LanguageTable#cldf:326) loan in [Nias](LanguageTable#cldf:361).,,
30411,smooth,,loan,"Borrowing of Spanish _liso_ ‘smooth, even; unadorned, plain’.",,
30020,snail,,loan,Probably a [Malay](LanguageTable#cldf:326) loan in [Malagasy](LanguageTable#cldf:18432). No related forms are known in other languages.,,
30190,sound: well-made structurally sound,,loan,Probably a [Tagalog](LanguageTable#cldf:423) loan distribution.,,
30561,soursop: Annona squamosa,,loan,"A native of tropical America, the soursop was introduced into Southeast Asia sometime during the 16th century.",,
30285,soy sauce,,loan,Borrowing of Hokkien (Minnan) _dao⁵ yiu²_ ‘soy sauce’,,
30166,spade,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) posited [PAn](LanguageTable#cldf:19072) &ast;_tambilaŋ_.,,*tambilaŋ 'spade'
29766,speed,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
29767,spelling,,loan,"Borrowing, ultimately from Arabic.",,
29768,spice,,loan,"Borrowing from [Javanese](LanguageTable#cldf:285) into [Malay](LanguageTable#cldf:326), and probably from [Malay](LanguageTable#cldf:326) into [Bimanese](LanguageTable#cldf:241).",,
29770,"spotted, striped",,loan,Borrowing (South Sulawesi to Lesser Sundas).,,
30016,spray,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed _&ast;si(r)am_ ‘to spray’, but this is best treated as a loan distribution from [Javanese](LanguageTable#cldf:285) or [Malay](LanguageTable#cldf:326).",,*si(r)am ‘to spray’
29771,spread out,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30600,"spring, well",,loan,Apparently from Spanish _brocal_ ‘parapet (round well)’.,,
30405,spring roll,,loan,Borrowing from Hokkien.,,
29772,spy on,,loan,A relatively late innovation in western Indonesia. [Rembong](LanguageTable#cldf:391) _intik_ is either a phonologically altered loan or a product of convergence.,,
30247,stab,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tikam_ ‘to stab’ (_erstechen_) based on the forms given here and [Tagalog](LanguageTable#cldf:423) _tikam_ ‘battle, fight’ (_Schlacht_).  However, the latter form does not appear in any modern dictionary.",,*tikam ‘to stab’
29773,star,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). This comparison is especially problematic, since it involves an item of basic vocabulary which appears to have been widely borrowed, in most cases presumably replacing a reflex of [PAn](LanguageTable#cldf:19072) &ast;_bituqen_. In addition to competition with the more widely distributed &ast;_bituqen_, phonological irregularities and the frequently reflected secondary meaning 'medal, decoration' suggest that this comparison is a product of diffusion. On the other hand, the basic character of the term, and its integration into a number of culturally significant expressions (names for stars important in the traditional agricultural calendar, the [Karo Batak](LanguageTable#cldf:18314) term for rice-milling songs, etc.) give one hesitation about a borrowing hypothesis in particular cases. More precisely we should say that &ast;_bintaŋ_ was an innovation in a language which gave rise to Malay and certain of its closest relatives. With the ever-increasing influence of [Malay](LanguageTable#cldf:326) after the rise of Indianized states in southern Sumatra the word then spread to languages which did not inherit it directly (including [Malagasy](LanguageTable#cldf:18432), which presumably acquired it during the 7th century A.D. in southern Sumatra).",,*bintaŋ
30674,starch,,loan,Probably a [Tagalog](LanguageTable#cldf:423) loan distribution.,,
30374,steamroller,,loan,"Borrowing of Spanish _pisón_ ‘rammer (for flatteneing earth, etc.)’.",,
30248,"step, tread",,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) included [Tagalog](LanguageTable#cldf:423) _tindak_ ‘to tread’, tirak ‘to tread’, and [Malagasy](LanguageTable#cldf:18432) _tsindzaka_ ‘dance in which one stamps’, but neither form appears in any dictionary I have consulted.  With root[ &ast;-zak](root-acd-r_z.htm#-zak) ‘step, tread’.",,
30224,stillness (of wind),,loan,"Borrowing from [Malay](LanguageTable#cldf:326), except [Fijian](LanguageTable#cldf:266) _toro_, which is best treated as a chance resemblance.   [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_te(n)duq_ ‘stillness of wind’ (_Windstille_).",,*te(n)duq ‘stillness of wind’
30627,"stingy, tight-fisted",,loan,"Apparently a [Tagalog](LanguageTable#cldf:423) loan distribution, from a form that must originally have had an intervocalic voiced alveolar stop.",,
29823,"storm: wind, storm",,loan,"This evidently was the [PAn](LanguageTable#cldf:19072) word for 'wind', replaced in [PMP](LanguageTable#cldf:19081) by &ast;_haŋin_. The available forms in [MP](LanguageTable#cldf:19081) languages suggest that they were borrowed in the meaning 'typhoon', presumably well after the dispersal of [PMP](LanguageTable#cldf:19081).",,
29775,story,,loan,"Apparently a borrowing of Spanish _vida_ ‘life; way of life; living, human being’.",,
29776,stranded,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30331,stream of water,,loan,This is a clear [Malay](LanguageTable#cldf:326) loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pancu(rR)_ ‘stream of water’.,,*pancu(rR) ‘stream of water’
30694,stripe,,loan,"Borrowing of Spanish _raya_ ‘line, stripe, streak; limit’.",,
30183,"struggle: wrestle, struggle with",,loan,"From Spanish _torcer_, ‘twist’.",,
29777,stupid,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30484,sugarcane,,loan,"This is not a word that would ordinarily be borrowed, since [PAn](LanguageTable#cldf:19072) &ast;_tebuS_ clearly referred to sugarcane, and there was no need to borrow a word that referred to a plant which was everywhere available.  I assume that sugarcane disappeared at some point in the human history of the Batanes islands, and that it was then re-acquired from northern Luzon, along with the lexical innovation that designates this plant in the Cordilleran (Northern Luzon) languages.",,
29780,sulphur,,loan,"Borrowing from [Javanese](LanguageTable#cldf:285) ([Wolio](LanguageTable#cldf:1124), [Soboyo](LanguageTable#cldf:419)) and [Malay](LanguageTable#cldf:326). See _maliraŋ_.",,*baliraŋ
29781,sulphur,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30279,surgical operation,,loan,Probably a [Tagalog](LanguageTable#cldf:423) loan distribution.,,
30326,swamp,,loan,[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_paya_ ‘swamp’.,,*paya ‘swamp’
29782,sway,,loan,"[Makassarese](LanguageTable#cldf:325) _boyoŋ_ appears to be a loan from [Malay](LanguageTable#cldf:326). The resemblance of the other forms both to this word and to one another is regarded as a product of chance, although the sequence _-VyV-_ is known to be symbolic of swinging or swaying movement in other morphemes ([Blust 1988:57-58](Source#cldf:blust1988)).",,
30526,sweet,,loan,Because its known distribution is highly restricted this variant of the more common &ast;_mamis_ is best explained as a loan from [Malay](LanguageTable#cldf:326) or [Javanese](LanguageTable#cldf:285).,,
30280,sweet soybean dish,,loan,Borrowing from Minnan Chinese (Hokkien) _dao⁵ hui¹_ ‘bean curd’.,,
29888,Sweetsop: Annona squamosa,,loan,"The _Annona squamosa_ and its close relatives (_Annona muricata_, etc.) is native to the tropical Americas and West Indies, and must have been introduced into the Philippines by the Spanish during the operation of the Manila Galleon trade.",,
29783,swelling,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30093,swidden,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30347,sword,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_pedaŋ_ ‘sword’.,,*pedaŋ ‘sword’
30455,syrup or sauce of coconut milk,,loan,Probably a [Tagalog](LanguageTable#cldf:423) loan distribution,,
30434,table,,loan,Borrowing from Spanish.,,
30622,tang of a knife or bolo,,loan,Probably an [Ilokano](LanguageTable#cldf:279) loan in the Batanic languages.,,
30158,taro variety,,loan,"Probably a [Malay](LanguageTable#cldf:326) loan, although it is unclear if this is true why a loanword from far south of the Philippines would be concentrated only in the region of Palawan and Mindoro.",,
30435,taste,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30628,"tattle, tell on",,loan,Probably a Tagalog loan in [Ayta Abellan](LanguageTable#cldf:19698).,,
30105,taut,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kenceŋ_ ‘taut’.,,*kenceŋ ‘taut’
29784,"tax, toll",,loan,"Borrowing, ultimately from Sanskrit _vyaya_. This item has the same historical source as the various forms of _biaya_ cited under 'monetary support' (cf. [Old Javanese](LanguageTable#cldf:660) _byaya_ 'expenses, contribution'). The attested distribution of both sets of forms almost certainly is the result of borrowing from [Malay](LanguageTable#cldf:326), which in turn acquired the word twice, the first time directly from Sanskrit with relatively minor phonetic modifications, and the second time through [Javanese](LanguageTable#cldf:285). The two words so acquired were then transmitted, probably as a linguistic by-product of Islamic proselytization, from [Malay](LanguageTable#cldf:326) into various other languages of Indonesia and the Philippines.",,
30706,teak,,loan,A [Malay](LanguageTable#cldf:326) loan in Philippine languages.,,
30304,tear into pieces,,loan,Probably an [Amis](LanguageTable#cldf:227) loan in [Puyuma](LanguageTable#cldf:386).,,
29785,teens,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), probably associated with the expansion of trade during the period of the Sriwijaya empire (7th-12th centuries AD).",,
30612,temptation; to tempt,,loan,"Probably a [Tagalog](LanguageTable#cldf:423) loan distribution, although in this case the agreement of the final glottal stop in widely separated languages is unexplained.",,
30745,tent,,loan,,,
30523,thief,,loan,"Also [Balinese](LanguageTable#cldf:235) _paliŋ_ ‘to steal, rob, take away’.  Borrowing, probably from [Javanese](LanguageTable#cldf:285) into [Malay](LanguageTable#cldf:326) and then from [Malay](LanguageTable#cldf:326) into other languages.  [Dempwolff (1934-1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_maliŋ_ ‘to steal’.",,*maliŋ ‘to steal’
30571,thimble,,loan,From Spanish _dedal_ ‘thimble’.,,
29787,"thirst, thirsty",,loan,Borrowing from [Malay](LanguageTable#cldf:326).The relation of the Chamic forms to those in other languages probably is convergent.,,
29789,threshold,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30613,thrifty,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
29890,tickle,,loan,Borrowing into [Bintulu](LanguageTable#cldf:242) from [Malay](LanguageTable#cldf:326) (possibly from [Malay (Sarawak)](LanguageTable#cldf:801)).,,
30441,tin can,,loan,From Spanish _lata_ ‘tin plate; can; tin’.,,
30417,tired,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff](Source#cldf:dempwolff193438) cited the first three forms and posited Uraustronesisch &ast;_lelaq_ ‘tired’ (_Müdesein_).,,*lelaq ‘tired’
30684,tired of,,loan,,,
30739,title (to land),,loan,,,
30633,toast (in drinking),,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30161,tobacco,,loan,,,
30059,tomato,,loan,"Since it is a native of Mexico the tomato was almost certainly first introduced into Southeast Asia through the Spanish presence in the Philippines, and more specifically through the annual Manila Galleon voyages that connected Manila, a source of Chinese silks, with Acapulco, a source of Mexican and Peruvian silver, from 1565-1815.  The tomato would then most likely have made its landfall in the Philippines in one of the returning galleons that brought its cargo into Manila Bay, where the native population was [Tagalog](LanguageTable#cldf:423)-speaking.  Presumably the name was misheard and bruited about in the form _kamátis_, in which form it eventually spread throughout the Philippines, but not beyond (note that [Chamorro](LanguageTable#cldf:573), spoken in Guam, which was a regular galleon stopover, does not show this sporadic change).  


The [Tetun](LanguageTable#cldf:1060) word almost certainly derives from Portuguese, and the same may be true of the word in various languages of Sulawesi.  By contrast, the [Malay](LanguageTable#cldf:326)/Indonesian word appears to derive from Dutch _tomaat_, itself a loanword from Spanish or Portuguese.  Needless to say, the sporadic prenasalization in Western Bukidnon Manobo, SUBAN, [Mapun](LanguageTable#cldf:19176) and [Tiruray](LanguageTable#cldf:433) is part of a much larger phenomenon of ‘pandemic irregularity’ characteristic of sound change in hundreds of the languages in insular Southeast Asia ([Blust 1996a](Source#cldf:blust1996)).",,
30491,tombstone,,loan,"Borrowing of Spanish _lápida_ ‘memorial stone, tablet’.",,
29792,toothless,,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
29873,"torment, torture",,loan,"Borrowing, ultimately from _Sanskrit_.",,
30695,tortoise shell,,loan,Probably a [Malay](LanguageTable#cldf:326) loan based on trade in the shell of the hawksbill turtle.,,
29793,trade,,loan,"Borrowing, ultimately from Sanskrit.The semantic developments in some Philippine languages provide an interesting commentary on the atmosphere in which trade apparently was conducted between Malay merchants and the local population.",,
30669,transport ship,,loan,Borrowing from [Javanese](LanguageTable#cldf:285) or [Old Javanese](LanguageTable#cldf:660).  This comparison was first noted by [Dempwolff (1920)](Source#cldf:dempwolff1920).,,
30170,tray,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from Arabic.",,
30621,tray of low table.,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29795,tree sp.,,loan,"Borrowing, ultimately from Sanskrit.",,
29796,tree sp.,,loan,"Borrowing. The [Rennellese](LanguageTable#cldf:390) word probably is a survival from the aboriginal Southeast Solomonic ""Hiti"" language of the island ([Elbert 1987](bib-Elbert), [Blust 1987](Source#cldf:blust1987)).",,
30415,tree and its fruit: Lansium domesticum,,loan,"The history of this word is problematic.  Western Indonesian languages point clearly to &ast;_laŋsat_, but many Philippine languages have forms such as [Bikol](LanguageTable#cldf:244) _lansónes_ ‘small edible fruit growing in bunches, possessing a leathery yellow skin and a white segmented inside: _Lansium domesticum_’.  The plant is native to Southeast Asia, but variants of the names _duku_ and _laŋsat_ (cf. [Malay](LanguageTable#cldf:326)) are found in Thai and Burmese, as well as Austronesian languages.  This leaves little doubt that it is a loanword, but the source remains unknown.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_lansat_ ‘name of a tree and its fruit’.",,*lansat ‘name of a tree and its fruit’
30608,tree with yellow fruit: Lucuma nervosa,,loan,"Apparently from Spanish, as this fruit is native to Peru and Ecuador, and must have been introduced to the Philippines during the Spanish colonial period.",,
30524,tree: Shorea spp.,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1934-1938)](Source#cldf:dempwolff193438) proposed ‘Uraustronesisch’ &ast;_ma(r)anti_ ‘kind of tree’.,,*ma(r)anti ‘kind of tree’
